order_date,region,product,channel,units,unit_price,revenue,discount_pct,customer_rating
2026-03-26,North,Widget,Retail,16,120.0,1632.0,15,4.1
2026-01-30,North,Gadget,Partner,28,299.5,8386.0,0,
2026-03-30,North,Gizmo,Partner,26,449.0,10506.6,10,3.1
2026-05-14,West,Doohickey,Retail,25,65.25,1631.25,0,4.8
2026-06-19,East,Doohickey,Partner,23,65.25,1425.71,5,4.1
2026-06-20,South,Gadget,Partner,35,299.5,67432.76,10,4.1
2026-04-21,North,Gizmo,Retail,18,449.0,7677.9,5,4.9
2026-06-18,East,Doohickey,Partner,29,65.25,1608.41,15,3.7
2026-07-12,West,Doohickey,Online,30,65.25,1957.5,0,4.0
2026-01-19,South,Gizmo,Partner,14,449.0,5657.4,10,4.4
2026-03-04,West,Widget,Online,23,120.0,2346.0,15,3.1
2026-02-01,South,Gadget,Retail,14,299.5,3564.05,15,4.1
2026-07-13,South,Gizmo,Partner,23,449.0,9810.65,5,4.5
2026-03-12,South,Gadget,Retail,24,299.5,6828.6,5,3.6
2026-03-23,East,Gadget,Online,24,299.5,6109.8,15,3.8
2026-04-30,South,Widget,Online,37,120.0,4218.0,5,4.5
2026-01-06,South,Gizmo,Online,26,449.0,11090.3,5,4.9
2026-07-11,West,Gizmo,Online,25,449.0,11225.0,0,3.1
2026-06-23,South,Gadget,Retail,49,299.5,13207.95,10,
2026-05-25,East,Widget,Partner,13,120.0,1482.0,5,3.9
2026-04-08,North,Gadget,Retail,16,299.5,4552.4,5,4.9
2026-01-21,South,Widget,Partner,32,120.0,3456.0,10,
2026-02-27,East,Widget,Online,26,120.0,3120.0,0,3.5
2026-01-30,West,Gizmo,Partner,17,449.0,7633.0,0,3.3
2026-07-11,East,Gadget,Retail,30,299.5,8985.0,0,4.8
2026-07-03,West,Widget,Partner,29,120.0,2958.0,15,3.5
2026-03-19,East,Widget,Retail,9,120.0,1080.0,0,3.7
2026-05-06,East,Gizmo,Retail,22,449.0,8396.3,15,3.9
2026-02-15,North,Gizmo,Retail,7,449.0,3143.0,0,3.5
2026-03-13,South,Gadget,Retail,28,299.5,7547.4,10,3.8
2026-03-25,West,Gizmo,Online,18,449.0,8082.0,0,4.4
2026-01-03,West,Widget,Online,25,120.0,2550.0,15,4.1
2026-05-02,South,Gizmo,Online,30,449.0,11449.5,15,4.3
2026-05-22,North,Gizmo,Partner,29,449.0,11718.9,10,4.4
2026-03-06,West,Widget,Partner,24,120.0,2592.0,10,4.4
2026-07-09,South,Doohickey,Partner,32,65.25,1879.2,10,4.0
2026-01-26,West,Doohickey,Online,14,65.25,776.48,15,3.5
2026-05-22,North,Gadget,Partner,31,299.5,8820.27,5,3.0
2026-05-03,South,Doohickey,Online,32,65.25,1983.6,5,3.1
2026-05-28,East,Gadget,Online,24,299.5,6469.2,10,3.2
2026-05-23,South,Gadget,Partner,11,299.5,3294.5,0,5.0
2026-06-08,East,Widget,Online,40,120.0,4080.0,15,4.3
2026-02-14,East,Gadget,Online,9,299.5,2560.72,5,3.5
2026-06-29,South,Widget,Partner,34,120.0,4080.0,0,4.6
2026-06-19,West,Gizmo,Online,14,449.0,6286.0,0,3.1
2026-03-20,North,Gizmo,Online,18,449.0,7677.9,5,4.4
2026-05-09,South,Gizmo,Online,10,449.0,3816.5,15,3.5
2026-06-22,East,Doohickey,Partner,16,65.25,1044.0,0,3.4
2026-04-24,North,Gadget,Partner,8,299.5,2396.0,0,3.8
2026-01-27,West,Doohickey,Retail,25,65.25,1386.56,15,4.3
2026-07-14,East,Gizmo,Online,25,449.0,101065.37,5,4.6
2026-04-29,South,Widget,Online,31,120.0,3348.0,10,4.5
2026-07-14,East,Gadget,Retail,8,299.5,2276.2,5,4.0
2026-06-11,West,Gadget,Retail,20,299.5,5391.0,10,
2026-02-27,East,Gizmo,Online,17,449.0,6488.05,15,4.4
2026-05-04,South,Gadget,Retail,21,299.5,5660.55,10,3.4
2026-07-11,West,Widget,Retail,31,120.0,3720.0,0,4.0
2026-03-14,North,Gizmo,Online,5,449.0,2132.75,5,3.7
2026-05-20,South,Gizmo,Retail,42,449.0,18858.0,0,3.5
2026-01-12,North,Gizmo,Partner,1,449.0,426.55,5,4.3
2026-02-08,South,Widget,Online,8,120.0,960.0,0,3.9
2026-04-27,East,Gadget,Retail,23,299.5,5855.22,15,3.1
2026-03-09,North,Gizmo,Partner,29,449.0,11067.85,15,3.8
2026-07-03,South,Widget,Partner,32,120.0,3840.0,0,4.4
2026-02-28,East,Gizmo,Online,21,449.0,9429.0,0,4.4
2026-01-12,North,Widget,Retail,5,120.0,600.0,0,3.3
2026-05-25,West,Gadget,Online,41,299.5,11051.55,10,4.0
2026-03-01,South,Doohickey,Retail,31,65.25,2022.75,0,4.8
2026-03-15,West,Widget,Retail,47,120.0,5640.0,0,3.8
2026-03-19,West,Gizmo,Retail,13,449.0,5837.0,0,4.1
2026-06-29,North,Widget,Partner,26,120.0,2652.0,15,4.9
2026-07-10,South,Doohickey,Online,29,65.25,1703.03,10,3.4
2026-03-06,West,Widget,Partner,17,120.0,1938.0,5,
2026-02-03,East,Doohickey,Retail,14,65.25,776.48,15,3.4
2026-04-04,North,Gadget,Retail,42,299.5,12579.0,0,3.7
2026-01-20,West,Gadget,Partner,8,299.5,2036.6,15,3.8
2026-05-23,North,Widget,Retail,36,120.0,4104.0,5,4.5
2026-04-08,North,Widget,Partner,24,120.0,2880.0,0,4.2
2026-03-25,West,Widget,Partner,31,120.0,3720.0,0,3.2
2026-01-10,North,Gizmo,Online,1,449.0,449.0,0,4.1
2026-04-05,South,Gadget,Retail,14,299.5,3773.7,10,4.9
2026-04-05,West,Gizmo,Retail,9,449.0,4041.0,0,3.2
2026-05-20,North,Widget,Retail,21,120.0,2394.0,5,3.4
2026-01-06,East,Doohickey,Online,42,65.25,2740.5,0,3.4
2026-05-22,West,Gadget,Online,23,299.5,6199.65,10,
2026-02-07,West,Doohickey,Online,25,65.25,14942.15,0,3.1
2026-03-02,North,Widget,Online,22,120.0,2508.0,5,4.5
2026-07-19,North,Widget,Retail,33,120.0,3564.0,10,4.2
2026-06-18,North,Gizmo,Partner,30,449.0,12796.5,5,3.9
2026-07-02,South,Widget,Online,27,120.0,3240.0,0,3.1
2026-06-12,North,Gizmo,Partner,17,449.0,6869.7,10,4.6
2026-06-17,West,Gizmo,Retail,25,449.0,11225.0,0,4.7
2026-07-06,East,Doohickey,Retail,25,65.25,1631.25,0,3.9
2026-01-22,East,Gizmo,Online,25,449.0,9541.25,15,4.6
2026-05-31,North,Widget,Retail,17,120.0,1938.0,5,4.4
2026-06-03,North,Doohickey,Online,37,65.25,2172.83,10,3.3
2026-01-28,North,Doohickey,Online,20,65.25,1239.75,5,4.9
2026-06-07,East,Doohickey,Online,15,65.25,978.75,0,4.5
2026-03-31,East,Gadget,Online,14,299.5,4193.0,0,4.9
2026-05-16,West,Gizmo,Retail,21,449.0,8957.55,5,3.7
2026-07-18,East,Widget,Online,35,120.0,3570.0,15,3.9
2026-06-05,South,Gizmo,Retail,37,449.0,16613.0,0,3.2
2026-03-14,South,Doohickey,Online,27,65.25,1761.75,0,
2026-02-24,West,Doohickey,Retail,46,65.25,3001.5,0,4.0
2026-02-03,South,Gadget,Partner,8,299.5,2396.0,0,4.7
2026-01-05,South,Widget,Retail,14,120.0,1512.0,10,3.8
2026-03-16,East,Gizmo,Online,27,449.0,10910.7,10,4.4
2026-04-22,East,Gadget,Retail,22,299.5,5930.1,10,3.2
2026-07-10,North,Gadget,Retail,29,299.5,7382.68,15,4.0
2026-03-31,North,Gadget,Online,18,299.5,5391.0,0,3.4
2026-07-14,East,Gadget,Partner,13,299.5,3504.15,10,4.8
2026-06-12,North,Doohickey,Online,27,65.25,1673.66,5,
2026-03-19,North,Widget,Retail,14,120.0,1596.0,5,
2026-03-15,East,Widget,Partner,22,120.0,2376.0,10,3.9
2026-07-09,East,Gizmo,Partner,23,449.0,9810.65,5,4.9
2026-03-29,East,Gadget,Online,16,299.5,4792.0,0,5.0
2026-06-06,West,Doohickey,Retail,34,65.25,2218.5,0,3.1
2026-03-27,East,Doohickey,Online,18,65.25,1057.05,10,3.6
2026-06-18,West,Doohickey,Online,22,65.25,1435.5,0,4.3
2026-02-03,East,Doohickey,Partner,18,65.25,1115.77,5,3.7
2026-06-29,East,Gizmo,Partner,21,449.0,9429.0,0,3.7
2026-02-19,West,Gadget,Online,27,299.5,8086.5,0,4.6
2026-05-19,East,Doohickey,Partner,31,65.25,2022.75,0,4.4
2026-02-12,South,Widget,Retail,27,120.0,3240.0,0,3.5
2026-03-14,South,Gadget,Partner,24,299.5,6828.6,5,3.4
2026-05-27,South,Gizmo,Retail,48,449.0,20474.4,5,3.8
2026-02-21,West,Doohickey,Online,9,65.25,528.52,10,4.4
2026-02-01,North,Widget,Online,6,120.0,720.0,0,4.0
2026-01-24,West,Gizmo,Retail,27,449.0,11516.85,5,3.5
2026-04-06,West,Widget,Retail,20,120.0,2400.0,0,4.3
2026-02-05,East,Doohickey,Retail,19,65.25,1053.79,15,4.2
2026-01-05,North,Gadget,Online,14,299.5,3773.7,10,4.2
2026-07-18,North,Gadget,Retail,33,299.5,8400.98,15,3.9
2026-05-08,East,Gadget,Partner,30,299.5,8985.0,0,3.0
2026-05-27,South,Gadget,Partner,20,299.5,5990.0,0,
2026-05-10,East,Gizmo,Retail,15,449.0,6735.0,0,5.0
2026-01-05,North,Widget,Retail,20,120.0,2400.0,0,4.5
2026-01-12,North,Doohickey,Partner,32,65.25,2088.0,0,4.4
2026-05-03,West,Gadget,Online,20,299.5,5990.0,0,3.1
2026-01-11,North,Doohickey,Partner,1,65.25,61.99,5,4.1
2026-07-12,West,Doohickey,Retail,30,65.25,1663.88,15,3.2
2026-04-13,South,Gizmo,Retail,21,449.0,9429.0,0,4.0
2026-05-13,North,Widget,Partner,17,120.0,2040.0,0,3.6
2026-06-19,North,Doohickey,Retail,31,65.25,1820.48,10,3.3
2026-04-25,East,Doohickey,Partner,31,65.25,2022.75,0,4.3
2026-07-11,West,Widget,Online,28,120.0,3024.0,10,3.9
2026-03-02,North,Doohickey,Retail,24,65.25,1566.0,0,4.9
2026-07-15,East,Gadget,Partner,27,299.5,8086.5,0,4.3
2026-01-30,East,Gadget,Retail,1,299.5,299.5,0,3.5
2026-06-06,North,Gizmo,Online,24,449.0,10776.0,0,3.1
2026-07-02,South,Widget,Partner,54,120.0,5508.0,15,3.1
2026-03-18,West,Gadget,Retail,17,299.5,4582.35,10,5.0
2026-03-02,South,Widget,Retail,14,120.0,1512.0,10,4.8
2026-04-12,South,Gizmo,Retail,21,449.0,8486.1,10,4.9
2026-04-26,South,Doohickey,Online,35,65.25,1941.19,15,4.5
2026-05-09,East,Widget,Partner,14,120.0,1680.0,0,3.3
2026-02-27,North,Doohickey,Online,20,65.25,1174.5,10,4.3
2026-01-24,West,Gadget,Online,32,299.5,8146.4,15,4.8
2026-05-25,East,Widget,Online,37,120.0,3996.0,10,3.4
2026-06-08,East,Gizmo,Partner,30,449.0,12123.0,10,4.9
2026-06-25,South,Doohickey,Retail,29,65.25,1797.64,5,3.9
2026-02-06,North,Doohickey,Partner,22,65.25,1435.5,0,3.3
2026-05-24,East,Doohickey,Online,18,65.25,1174.5,0,3.1
2026-06-07,South,Gadget,Online,28,299.5,8386.0,0,4.4
2026-02-10,South,Gizmo,Retail,28,449.0,12572.0,0,4.0
2026-02-25,North,Widget,Online,13,120.0,1560.0,0,4.8
2026-05-01,North,Widget,Online,8,120.0,816.0,15,3.8
2026-01-14,West,Doohickey,Partner,27,65.25,1761.75,0,4.0
2026-03-13,East,Gadget,Online,9,299.5,2695.5,0,3.7
2026-06-04,South,Widget,Online,36,120.0,4320.0,0,3.7
2026-04-27,West,Gadget,Retail,31,299.5,8820.27,5,4.5
2026-03-28,South,Doohickey,Retail,19,65.25,1239.75,0,4.3
2026-05-30,North,Widget,Partner,2,120.0,216.0,10,4.4
2026-02-13,South,Gadget,Partner,24,299.5,7188.0,0,
2026-01-29,West,Widget,Retail,17,120.0,1734.0,15,4.0
2026-05-01,East,Gadget,Partner,30,299.5,8985.0,0,5.0
2026-04-07,North,Gadget,Retail,31,299.5,9284.5,0,4.7
2026-06-27,North,Gizmo,Online,22,449.0,9878.0,0,3.6
2026-03-18,North,Gadget,Partner,20,299.5,5990.0,0,4.9
2026-03-15,East,Gizmo,Retail,14,449.0,6286.0,0,4.6
2026-03-15,East,Doohickey,Retail,14,65.25,913.5,0,4.1
2026-06-28,North,Gadget,Online,14,299.5,3773.7,10,3.5
2026-05-16,West,Gadget,Online,32,299.5,74672.2,5,4.5
2026-02-10,South,Gizmo,Retail,25,449.0,9541.25,15,4.9
2026-06-15,East,Widget,Partner,17,120.0,1734.0,15,3.1
2026-04-17,West,Widget,Retail,18,120.0,2052.0,5,4.5
2026-03-16,East,Widget,Retail,18,120.0,2160.0,0,5.0
2026-05-07,West,Gizmo,Retail,23,449.0,10327.0,0,3.7
2026-06-15,North,Gadget,Online,25,299.5,6738.75,10,3.4
2026-06-13,South,Gizmo,Partner,11,449.0,4939.0,0,4.3
2026-02-05,South,Doohickey,Online,29,65.25,1797.64,5,4.9
2026-07-05,East,Doohickey,Partner,28,65.25,1827.0,0,3.1
2026-03-20,West,Gizmo,Partner,3,449.0,1144.95,15,4.4
2026-03-17,North,Gadget,Online,22,299.5,6589.0,0,3.9
2026-04-06,South,Gizmo,Partner,29,449.0,13021.0,0,4.2
2026-05-15,South,Doohickey,Online,9,65.25,528.52,10,4.7
2026-02-21,West,Gadget,Retail,26,299.5,6618.95,15,4.2
2026-05-11,South,Widget,Retail,17,120.0,2040.0,0,3.9
2026-04-29,North,Widget,Retail,23,120.0,2760.0,0,3.1
2026-01-17,East,Widget,Retail,20,120.0,2400.0,0,3.4
2026-06-14,South,Doohickey,Retail,7,65.25,433.91,5,4.4
2026-05-19,West,Doohickey,Online,31,65.25,2022.75,0,3.8
2026-02-27,East,Widget,Retail,7,120.0,798.0,5,4.6
2026-03-30,West,Doohickey,Online,25,65.25,1386.56,15,3.1
2026-06-07,East,Gadget,Online,38,299.5,10811.95,5,4.4
2026-07-09,East,Gizmo,Retail,33,449.0,14817.0,0,4.5
2026-02-05,North,Gadget,Partner,10,299.5,2545.75,15,3.5
2026-06-19,West,Gizmo,Retail,21,449.0,9429.0,0,
2026-07-08,West,Gizmo,Partner,4,449.0,1526.6,15,4.6
2026-04-17,South,Gadget,Retail,24,299.5,6828.6,5,4.1
2026-02-27,North,Gadget,Retail,30,299.5,8535.75,5,3.3
2026-02-22,North,Widget,Retail,15,120.0,1800.0,0,4.4
2026-03-10,South,Widget,Online,28,120.0,2856.0,15,3.4
2026-03-27,North,Widget,Online,36,120.0,4320.0,0,3.2
2026-05-03,West,Gadget,Retail,35,299.5,10482.5,0,4.1
2026-03-08,North,Gizmo,Retail,16,449.0,7184.0,0,4.4
2026-03-23,West,Doohickey,Retail,12,65.25,783.0,0,3.0
2026-05-30,South,Doohickey,Online,31,65.25,2022.75,0,3.8
2026-05-08,North,Doohickey,Retail,38,65.25,2355.53,5,4.5
2026-02-05,South,Gadget,Partner,18,299.5,4582.35,15,4.0
2026-01-20,East,Widget,Retail,27,120.0,3240.0,0,3.0
2026-04-06,East,Gizmo,Partner,33,449.0,14076.15,5,
2026-04-16,East,Widget,Partner,22,120.0,2640.0,0,
2026-06-22,South,Gadget,Online,16,299.5,4792.0,0,3.5
2026-03-06,North,Doohickey,Retail,42,65.25,2603.47,5,5.0
2026-06-25,East,Widget,Online,37,120.0,4218.0,5,4.1
2026-01-03,West,Widget,Retail,26,120.0,3120.0,0,4.7
2026-05-16,East,Gadget,Online,14,299.5,3564.05,15,4.0
2026-01-20,North,Widget,Online,26,120.0,3120.0,0,4.5
2026-04-12,East,Doohickey,Online,20,65.25,1174.5,10,4.7
2026-05-19,North,Gizmo,Partner,42,449.0,16029.3,15,4.5
2026-01-26,South,Gadget,Online,40,299.5,11980.0,0,4.2
2026-07-18,North,Widget,Partner,24,120.0,2736.0,5,4.1
2026-02-17,South,Widget,Partner,48,120.0,5760.0,0,4.4
2026-02-09,South,Gadget,Partner,14,299.5,4193.0,0,
2026-04-03,North,Widget,Online,29,120.0,3480.0,0,3.9
2026-04-15,East,Widget,Online,21,120.0,17362.08,10,4.7
2026-07-19,East,Gadget,Partner,31,299.5,8356.05,10,3.8
2026-03-19,North,Gizmo,Online,31,449.0,13223.05,5,4.6
2026-03-05,South,Gadget,Retail,26,299.5,7787.0,0,3.0
2026-06-08,South,Doohickey,Retail,18,65.25,998.32,15,3.3
2026-06-27,West,Gizmo,Retail,41,449.0,18409.0,0,4.9
2026-06-27,South,Gadget,Retail,15,299.5,4267.88,5,4.9
2026-05-20,West,Widget,Partner,37,120.0,4218.0,5,3.4
2026-06-27,East,Gizmo,Partner,14,449.0,6286.0,0,3.3
2026-04-07,East,Gizmo,Partner,24,449.0,10237.2,5,4.1
2026-06-27,South,Widget,Retail,22,120.0,2376.0,10,3.2
2026-06-18,North,Gadget,Partner,11,299.5,2965.05,10,
2026-06-23,South,Doohickey,Retail,30,65.25,1957.5,0,4.0
2026-05-28,West,Gizmo,Retail,28,449.0,11943.4,5,4.4
2026-02-08,North,Widget,Retail,28,120.0,3360.0,0,4.9
2026-03-21,North,Gizmo,Online,28,449.0,11314.8,10,4.0
2026-06-28,South,Doohickey,Online,21,65.25,1370.25,0,
2026-01-28,West,Gadget,Partner,35,299.5,10482.5,0,3.7
2026-04-29,West,Gizmo,Partner,29,449.0,12369.95,5,4.5
2026-04-26,South,Gizmo,Online,35,449.0,13357.75,15,3.6
2026-01-17,East,Gadget,Retail,14,299.5,4193.0,0,4.0
2026-03-22,South,Gizmo,Partner,31,449.0,13919.0,0,4.7
2026-06-22,North,Widget,Partner,30,120.0,3600.0,0,3.7
2026-04-10,South,Gadget,Partner,27,299.5,7682.17,5,4.0
2026-06-15,West,Gadget,Retail,25,299.5,7113.12,5,4.7
2026-05-05,West,Gadget,Retail,31,299.5,8356.05,10,4.0
2026-04-17,South,Gizmo,Online,25,449.0,11225.0,0,3.5
2026-02-13,South,Gizmo,Partner,22,449.0,8890.2,10,3.2
2026-04-04,East,Gizmo,Partner,25,449.0,9541.25,15,4.5
2026-01-09,South,Doohickey,Retail,28,65.25,1827.0,0,5.0
2026-03-02,West,Doohickey,Partner,15,65.25,880.88,10,3.4
2026-01-16,North,Doohickey,Partner,13,65.25,763.43,10,5.0
2026-05-27,North,Widget,Online,40,120.0,4800.0,0,4.7
2026-02-03,West,Gadget,Partner,17,299.5,5091.5,0,4.5
2026-05-06,West,Doohickey,Partner,17,65.25,942.86,15,4.5
2026-07-11,North,Doohickey,Retail,33,65.25,2045.59,5,3.0
2026-07-07,East,Gizmo,Partner,24,449.0,10776.0,0,3.8
2026-02-24,South,Doohickey,Retail,13,65.25,848.25,0,4.2
2026-05-05,North,Widget,Online,38,120.0,4332.0,5,
2026-02-10,South,Gizmo,Online,30,449.0,12796.5,5,4.4
2026-06-16,North,Gadget,Retail,34,299.5,10183.0,0,4.8
2026-04-12,North,Gadget,Retail,28,299.5,7128.1,15,3.2
2026-01-20,West,Gadget,Partner,18,299.5,4582.35,15,3.2
2026-06-27,West,Gizmo,Online,25,449.0,11225.0,0,4.5
2026-03-22,North,Doohickey,Online,10,65.25,652.5,0,4.4
2026-05-25,East,Gadget,Retail,36,299.5,10782.0,0,4.3
2026-04-16,South,Gadget,Online,27,299.5,8086.5,0,3.8
2026-03-22,West,Gadget,Retail,19,299.5,4836.93,15,4.1
2026-06-05,North,Widget,Partner,31,120.0,3348.0,10,4.5
2026-01-14,West,Gizmo,Retail,15,449.0,6735.0,0,4.3
2026-01-04,North,Doohickey,Online,6,65.25,371.92,5,4.4
2026-07-17,East,Widget,Partner,39,120.0,4680.0,0,
2026-01-16,South,Doohickey,Partner,15,65.25,929.81,5,3.2
2026-06-07,West,Doohickey,Online,12,65.25,783.0,0,4.8
2026-02-09,North,Gizmo,Partner,9,449.0,3434.85,15,3.6
2026-03-03,East,Gadget,Online,9,299.5,2560.72,5,4.2
2026-06-20,West,Widget,Online,23,120.0,2760.0,0,3.7
2026-07-04,North,Gadget,Retail,14,299.5,4193.0,0,4.7
2026-01-31,East,Doohickey,Retail,19,65.25,1053.79,15,4.3
2026-05-11,North,Widget,Retail,28,120.0,3024.0,10,3.3
2026-05-27,East,Gadget,Partner,22,299.5,6589.0,0,3.9
2026-02-08,West,Widget,Partner,20,120.0,2040.0,15,3.8
2026-04-17,North,Doohickey,Online,19,65.25,1053.79,15,3.4
2026-01-12,South,Widget,Retail,17,120.0,2040.0,0,3.6
2026-04-27,East,Doohickey,Online,19,65.25,1053.79,15,3.9
2026-05-07,West,Gadget,Online,40,299.5,11980.0,0,3.0
2026-06-12,East,Doohickey,Online,27,65.25,1497.49,15,3.2
2026-03-02,South,Gizmo,Online,13,449.0,5837.0,0,3.2
2026-05-14,South,Doohickey,Retail,29,65.25,1892.25,0,4.3
2026-06-01,East,Gizmo,Partner,26,449.0,11674.0,0,3.5
2026-04-11,North,Doohickey,Retail,23,65.25,1500.75,0,4.5
2026-01-28,West,Gizmo,Retail,23,449.0,10327.0,0,4.1
2026-02-23,South,Doohickey,Retail,20,65.25,1305.0,0,3.6
2026-06-04,East,Gadget,Retail,31,299.5,9284.5,0,3.5
2026-05-12,East,Doohickey,Retail,27,65.25,1673.66,5,4.1
2026-01-25,South,Widget,Online,14,120.0,1680.0,0,
2026-02-26,West,Gadget,Retail,12,299.5,3054.9,15,4.2
2026-01-20,East,Widget,Online,28,120.0,2856.0,15,3.3
2026-03-26,East,Widget,Retail,41,120.0,4674.0,5,3.8
2026-06-24,South,Gadget,Retail,33,299.5,9883.5,0,3.5
2026-02-08,East,Gadget,Partner,18,299.5,4851.9,10,3.2
2026-04-18,West,Gadget,Partner,32,299.5,8625.6,10,5.0
2026-04-02,South,Gizmo,Retail,33,449.0,14076.15,5,3.1
2026-01-08,North,Widget,Retail,13,120.0,1404.0,10,4.2
2026-02-10,East,Gadget,Partner,21,299.5,5346.07,15,
2026-02-26,South,Doohickey,Online,32,65.25,2088.0,0,3.6
2026-04-02,East,Doohickey,Partner,13,65.25,848.25,0,4.6
2026-05-19,North,Gadget,Retail,20,299.5,5990.0,0,3.5
2026-05-15,South,Widget,Retail,30,120.0,3600.0,0,3.4
2026-03-24,East,Widget,Online,19,120.0,2052.0,10,3.3
2026-05-15,North,Widget,Retail,21,120.0,2268.0,10,3.6
2026-02-10,South,Gizmo,Partner,8,449.0,3592.0,0,4.9
2026-06-07,North,Gadget,Partner,22,299.5,6589.0,0,3.6
2026-01-01,South,Widget,Online,16,120.0,1728.0,10,4.6
2026-06-13,East,Gizmo,Online,25,449.0,11225.0,0,3.3
2026-01-23,North,Gizmo,Online,22,449.0,9878.0,0,4.4
2026-01-28,East,Widget,Retail,10,120.0,1200.0,0,4.0
2026-05-20,South,Widget,Retail,29,120.0,3132.0,10,4.4
2026-01-19,East,Doohickey,Online,10,65.25,652.5,0,4.8
2026-01-20,East,Doohickey,Partner,39,65.25,2290.28,10,4.4
2026-06-17,West,Gizmo,Online,34,449.0,15266.0,0,4.1
2026-05-19,North,Doohickey,Retail,28,65.25,1827.0,0,3.8
2026-05-06,West,Widget,Retail,29,120.0,2958.0,15,4.0
2026-02-22,West,Doohickey,Online,21,65.25,1301.74,5,3.6
2026-05-06,North,Widget,Partner,19,120.0,2166.0,5,3.9
2026-04-30,North,Gadget,Retail,22,299.5,5930.1,10,
2026-06-20,East,Widget,Partner,20,120.0,2160.0,10,3.1
2026-05-14,South,Gizmo,Partner,34,449.0,15266.0,0,3.2
2026-07-02,East,Gadget,Online,37,299.5,11081.5,0,4.6
2026-04-19,East,Gizmo,Online,20,449.0,7633.0,15,4.2
2026-07-06,East,Widget,Retail,17,120.0,17955.36,0,4.8
2026-05-31,South,Widget,Retail,21,120.0,2520.0,0,4.2
2026-01-26,East,Widget,Retail,31,120.0,3534.0,5,4.3
2026-05-02,East,Gadget,Retail,11,299.5,3129.77,5,4.2
2026-01-10,South,Doohickey,Partner,20,65.25,1305.0,0,3.0
2026-03-19,North,Doohickey,Retail,37,65.25,2052.11,15,4.9
2026-03-18,South,Doohickey,Retail,20,65.25,1305.0,0,3.4
2026-07-09,South,Doohickey,Online,16,65.25,939.6,10,3.1
2026-04-14,West,Widget,Online,29,120.0,3480.0,0,3.9
2026-06-30,West,Doohickey,Retail,42,65.25,2603.47,5,4.3
2026-01-08,West,Doohickey,Retail,14,65.25,867.82,5,3.7
2026-03-08,East,Doohickey,Online,19,65.25,1177.76,5,
2026-07-19,West,Gadget,Partner,29,299.5,7382.68,15,3.0
